"id","price","carat","cut","color","clarity","depth","table","x","y","z"
42584,5436,1.22,"Premium","G","SI2",58.3,61,7,6.92,4.06
42585,686,0.34,"Premium","F","VS2",62.6,58,4.46,4.49,2.8
42586,10063,1.53,"Ideal","H","SI1",59.8,59,7.48,7.54,4.49
42587,672,0.32,"Very Good","E","SI1",63.5,56,4.38,4.34,2.77
42588,645,0.32,"Very Good","F","VS2",61,61,4.38,4.41,2.68
42589,776,0.3,"Ideal","G","VS1",61.4,57,4.34,4.29,2.65
42590,2017,1.01,"Premium","I","I1",59.2,57,6.58,6.44,3.85
42591,1962,0.54,"Ideal","E","VS1",61.2,57,5.25,5.27,3.22
42592,10080,1.5,"Premium","E","SI2",59.5,55,7.51,7.47,4.46
42593,2599,0.76,"Very Good","H","VS2",58.7,61,5.96,5.99,3.51
42594,2873,1,"Fair","H","SI1",65.5,62,6.14,6.07,4
42595,1353,0.53,"Ideal","H","VS2",62.3,54,5.19,5.21,3.24
42596,4459,1.58,"Premium","I","I1",60.2,61,7.55,7.51,4.53
42597,3489,0.92,"Ideal","J","VS1",62,55,6.24,6.27,3.88
42598,2112,0.55,"Premium","E","VS2",59.7,57,5.39,5.36,3.21
42599,1610,0.5,"Ideal","D","SI1",62.1,57,5.08,5.03,3.14
42600,4956,1.18,"Premium","H","SI2",61.6,57,6.81,6.73,4.17
42601,506,0.3,"Very Good","I","SI1",63.3,59,4.25,4.22,2.68
42602,651,0.41,"Very Good","J","IF",60.8,56,4.83,4.87,2.95
42603,15118,1.51,"Ideal","G","VVS2",61.8,57,7.36,7.31,4.53
42604,6159,1.01,"Very Good","F","VS2",61.3,61,6.34,6.38,3.9
42605,3898,0.9,"Very Good","F","SI1",63.4,56,6.06,6.12,3.86
42607,990,0.44,"Premium","I","VVS1",62.5,60,4.87,4.82,3.03
42608,3755,0.77,"Ideal","D","VS2",61.8,56,5.9,5.84,3.63
42609,3365,0.7,"Premium","D","VS1",62.5,59,5.69,5.64,3.54
42610,4354,1.05,"Premium","F","SI2",60.4,57,6.61,6.54,3.97
42611,2215,0.71,"Premium","G","SI1",62.8,61,5.64,5.59,3.53
42612,10076,1.26,"Premium","F","VS1",62.7,58,6.93,6.86,4.32
42613,16507,1.62,"Ideal","E","VS2",61.4,57,7.58,7.54,4.64
42614,3246,0.9,"Good","G","SI2",63.8,59,6.05,6.02,3.85
42616,1843,0.7,"Good","J","VS2",63.2,61,5.59,5.62,3.54
42617,13887,1.67,"Ideal","H","VS1",61.8,55.9,7.57,7.6,4.69
42618,828,0.32,"Ideal","F","VS2",61.6,57,4.43,4.4,2.72
42619,686,0.34,"Very Good","F","VS2",62.3,57,4.44,4.48,2.78
42620,12709,1.51,"Good","D","VS2",59.8,65,7.36,7.43,4.42
42621,17760,2,"Very Good","H","SI1",63.3,59,8.03,7.96,5.06
42622,1931,0.6,"Ideal","H","VVS2",62.2,55,5.38,5.43,3.36
42623,899,0.41,"Very Good","G","VS1",61.5,58,4.76,4.8,2.94
42624,842,0.32,"Premium","D","VS2",62.9,59,4.39,4.36,2.75
42625,2364,1.01,"Premium","G","I1",61.7,62,6.41,6.35,3.93
42626,530,0.23,"Very Good","F","VVS2",62,58,3.89,3.92,2.42
42627,598,0.35,"Ideal","I","VVS2",61.5,55,4.56,4.58,2.81
42628,3057,0.76,"Good","F","VS1",59.9,61,5.89,5.98,3.56
42630,1753,0.53,"Premium","F","VS2",61.9,58,5.2,5.17,3.21
42631,10711,1.55,"Very Good","I","VS1",59,58,7.56,7.63,4.48
42632,2659,0.85,"Ideal","H","SI2",61.8,54,6.1,6.07,3.76
42633,1976,0.57,"Ideal","G","VVS2",60.5,56,5.36,5.38,3.25
42634,7168,1,"Ideal","E","VS2",59.6,57,6.43,6.42,3.83
42635,394,0.3,"Good","I","SI1",63.8,57,4.19,4.27,2.7
42636,2489,0.7,"Ideal","I","VVS1",61.4,55,5.7,5.76,3.52
42637,670,0.3,"Ideal","D","VS2",61.2,57,4.29,4.34,2.64
42638,1130,0.51,"Good","E","SI2",63.3,56,5.08,5.12,3.23
42639,840,0.31,"Ideal","D","VVS2",62.2,54,4.34,4.38,2.71
42640,12450,2.01,"Fair","G","SI2",56.2,63,8.28,8.23,4.64
42642,4101,0.9,"Ideal","H","SI2",61.8,56,6.17,6.2,3.82
42643,899,0.41,"Very Good","G","VS1",60,61,4.77,4.86,2.89
42644,5405,1.27,"Ideal","F","SI2",62,55,6.95,6.9,4.3
42645,1248,0.55,"Ideal","H","SI1",61.5,54,5.3,5.33,3.27
42646,4232,1.07,"Good","F","SI2",58.7,64,6.64,6.68,3.91
42647,5158,1.23,"Ideal","J","SI2",62.4,58,6.79,6.86,4.26
42648,755,0.31,"Ideal","E","VVS2",59.7,61,4.4,4.41,2.63
42649,4123,0.91,"Premium","D","SI2",62.2,59,6.19,6.23,3.86
42650,1007,0.41,"Premium","F","VS1",62.7,58,4.74,4.77,2.98
42651,2724,0.71,"Very Good","D","SI1",61.1,56,5.74,5.78,3.52
42652,15942,2.02,"Ideal","I","SI1",61.9,58,8.07,8.18,5.03
42653,3895,1.01,"Good","G","SI2",64.5,61,6.24,6.31,4.05
42654,2199,0.49,"Ideal","E","VVS2",61.9,56,5.05,5.1,3.14
42655,911,0.3,"Ideal","D","VS2",62.2,54,4.31,4.28,2.67
42656,4324,0.9,"Very Good","H","VS1",62.2,57,6.1,6.15,3.81
42657,7654,1.02,"Ideal","F","VS1",61,56,6.54,6.5,3.98
42658,9315,1.53,"Ideal","I","SI1",62.3,56,7.37,7.4,4.6
42659,3669,0.9,"Good","G","SI1",63.7,60,6.11,6.07,3.88
42660,5524,1.08,"Very Good","H","VS2",58.1,62,6.72,6.74,3.91
42661,2671,0.7,"Ideal","F","SI1",61.1,56,5.74,5.78,3.52
42663,4095,1.03,"Good","F","SI2",57.7,63,6.68,6.64,3.84
42664,1777,0.54,"Ideal","E","SI1",60.3,57,5.28,5.3,3.19
42666,9961,1.61,"Premium","I","VS1",62.2,58,7.46,7.55,4.67
42667,2833,0.7,"Ideal","F","SI1",60.7,57,5.73,5.75,3.49
42668,725,0.3,"Very Good","G","VVS1",60.7,56,4.32,4.35,2.63
42669,6595,1.06,"Very Good","G","VS1",63.4,57,6.48,6.45,4.1
42670,14680,1.52,"Very Good","D","VS2",63.4,59,7.32,7.24,4.61
42671,1265,0.51,"Premium","E","SI2",61.7,58,5.14,5.07,3.15
42672,5154,1,"Premium","G","SI1",61.9,62,6.22,6.18,3.84
42673,6100,1.23,"Ideal","J","VS1",62.2,55,6.83,6.86,4.26
42674,814,0.47,"Premium","I","SI2",61.5,62,5.01,4.95,3.06
42675,5988,1.01,"Good","H","VVS2",63.3,57,6.35,6.39,4.03
42676,4913,1.21,"Premium","H","SI2",62.9,58,6.74,6.69,4.23
42677,625,0.31,"Very Good","G","VS1",62.9,58,4.3,4.35,2.72
42679,1257,0.4,"Ideal","G","IF",61.1,56,4.76,4.79,2.92
42680,788,0.41,"Ideal","I","VVS2",61.6,55,4.78,4.8,2.95
42681,6255,1.04,"Ideal","H","VS1",62.2,56.6,6.43,6.49,4.02
42682,8970,1.23,"Ideal","G","VS1",61.4,56,6.91,6.96,4.26
42683,1090,0.51,"Very Good","H","SI1",63,57,5.11,5.14,3.23
42684,1193,0.51,"Fair","F","SI1",65.2,57,5.03,5.09,3.3
42685,1079,0.41,"Very Good","E","VS1",62,57,4.74,4.77,2.95
42686,4858,0.79,"Ideal","F","VVS1",61.5,55,5.98,5.95,3.67
42687,12349,2.01,"Ideal","I","SI2",62.1,55,8.12,8.08,5.03
42688,1223,0.52,"Ideal","F","SI1",62.2,54,5.19,5.23,3.24
42689,810,0.42,"Ideal","D","SI1",61.7,56,4.79,4.83,2.97
42690,776,0.3,"Premium","G","VS1",62.9,58,4.32,4.27,2.7
42691,4165,0.9,"Good","E","SI1",58.3,61,6.24,6.29,3.65
42692,12809,1.57,"Ideal","H","VS2",61.5,54,7.47,7.5,4.61
42693,2137,0.71,"Very Good","G","VS2",63.5,59,5.67,5.63,3.59
42695,4238,1.02,"Premium","F","SI2",60.2,61,6.52,6.48,3.91
42696,6056,1.21,"Premium","H","VS1",61.2,60,6.77,6.86,4.17
42697,6486,1.05,"Ideal","G","VS2",60.8,57,6.58,6.65,4.02
42698,1000,0.5,"Premium","G","SI2",62.5,57,5.04,5.01,3.14
42699,4375,1.04,"Ideal","G","SI2",60.7,57,6.51,6.61,3.98
42700,9178,1.51,"Very Good","I","VS2",60.4,58,7.36,7.42,4.46
42701,734,0.31,"Premium","D","VS2",62,59,4.32,4.36,2.69
42702,6302,1.21,"Ideal","H","VS2",62.9,57,6.8,6.75,4.26
42703,2380,0.58,"Ideal","F","VVS2",61.9,56,5.35,5.38,3.32
42704,743,0.33,"Ideal","H","VS1",61.8,56,4.46,4.41,2.74
42705,2081,0.71,"Very Good","G","SI2",61.3,58,5.73,5.75,3.52
42707,645,0.32,"Ideal","F","VS2",62.6,55,4.38,4.41,2.75
42708,15562,2.01,"Premium","G","SI2",59.4,58,8.19,8.15,4.85
42709,577,0.25,"Premium","H","VVS1",62.7,60,4.03,3.98,2.51
42710,12392,1.52,"Ideal","D","VS2",61.6,57,7.42,7.35,4.55
42711,6012,1.04,"Ideal","G","VS2",62.5,57,6.45,6.54,4.06
42712,1068,0.42,"Premium","H","VVS1",62,58,4.79,4.82,2.98
42713,10537,1.28,"Ideal","G","VS1",62.1,56,6.97,6.94,4.32
42716,4246,1.02,"Good","D","SI2",57.7,64,6.7,6.62,3.84
42717,2121,0.7,"Good","G","SI1",64,57,5.63,5.58,3.59
42718,10071,1.31,"Premium","G","VS1",61.5,59,7.06,7,4.32
42719,2726,0.7,"Very Good","D","SI1",62.6,57,5.67,5.7,3.56
42721,1107,0.41,"Ideal","F","VS2",61.8,56,4.79,4.76,2.95
42723,1684,0.54,"Premium","G","VS1",61.1,59,5.2,5.24,3.19
42724,3913,0.73,"Ideal","G","VVS1",61.6,56,5.76,5.79,3.56
42725,765,0.34,"Ideal","E","SI1",62.9,55,4.5,4.47,2.82
42726,957,0.34,"Good","D","VVS1",57.4,62,4.67,4.71,2.69
42727,2481,0.8,"Very Good","H","SI2",62.7,56,5.83,5.91,3.68
42728,499,0.3,"Ideal","E","SI1",61.1,57,4.3,4.34,2.64
42729,6480,1.09,"Ideal","G","VS2",62.3,57,6.6,6.57,4.1
42730,645,0.32,"Very Good","F","VS2",59.5,61,4.42,4.46,2.64
42731,10094,1.31,"Very Good","E","VS2",63.1,56,6.95,6.9,4.37
42732,628,0.42,"Ideal","J","VS2",62,55,4.81,4.87,3
42733,18124,2.08,"Ideal","G","SI2",61.8,56,8.22,8.18,5.07
42734,702,0.38,"Very Good","H","SI2",63.4,57,4.63,4.58,2.92
42735,17403,2.01,"Ideal","H","SI1",59.3,58,8.25,8.19,4.87
42736,1607,0.53,"Ideal","G","VS1",61.6,57,5.21,5.24,3.22
42737,2354,0.7,"Premium","F","SI1",62.5,59,5.67,5.65,3.54
42738,730,0.32,"Ideal","G","VVS2",62.2,56,4.34,4.38,2.71
42739,10562,1,"Fair","D","VVS2",61.1,57,6.37,6.3,3.87
42740,605,0.32,"Ideal","I","VS1",62.3,56,4.4,4.37,2.73
42741,3519,0.9,"Good","F","SI2",63.1,58,6.11,6.13,3.86
42742,1079,0.41,"Premium","E","VS1",61.2,58,4.76,4.78,2.92
42743,954,0.32,"Premium","G","IF",62,60,4.37,4.41,2.72
42744,5067,1.01,"Very Good","F","SI2",61,60,6.42,6.46,3.93
42745,1316,0.55,"Premium","G","SI1",61.3,59,5.23,5.28,3.22
42746,2484,0.75,"Premium","D","SI1",61.3,59,5.89,5.82,3.59
42747,449,0.32,"Ideal","I","VS2",61.3,56,4.38,4.43,2.7
42749,570,0.41,"Good","G","SI2",63.7,55,4.7,4.75,3.01
42750,7627,1.06,"Premium","G","VVS2",62.4,55,6.54,6.5,4.07
42751,3658,0.96,"Fair","H","VS2",68.8,56,6.11,5.98,4.16
42752,4520,1.03,"Ideal","H","SI1",62.3,56,6.45,6.48,4.03
42753,2845,1.27,"Premium","H","SI2",59.3,61,7.12,7.05,4.2
42754,7918,1.35,"Premium","H","VS2",61.5,58,7.09,7.15,4.38
42755,7742,1.33,"Ideal","H","SI1",60.1,57,7.14,7.2,4.31
42756,730,0.32,"Ideal","G","VVS2",61.3,56,4.43,4.44,2.72
42757,6645,1.03,"Ideal","G","VS2",62.8,55,6.48,6.44,4.05
42758,571,0.31,"Very Good","D","SI1",60.2,56,4.37,4.4,2.64
42759,950,0.52,"Ideal","I","SI1",61.8,54,5.17,5.19,3.2
42760,3049,0.66,"Ideal","D","VVS2",61.6,57,5.64,5.57,3.45
42761,9863,1.23,"Ideal","G","VS1",62,57,6.83,6.87,4.25
42762,992,0.42,"Very Good","E","SI1",63.4,56,4.82,4.74,3.03
42763,2539,0.96,"Fair","G","SI2",66.8,61,6.15,6.04,4.07
42764,3992,0.9,"Good","F","SI1",63.9,58,6.08,6.03,3.87
42765,5451,1.04,"Very Good","G","VS2",61.4,63,6.55,6.51,4.01
42766,918,0.32,"Ideal","G","IF",61.4,55,4.42,4.44,2.72
42767,1988,0.52,"Ideal","I","IF",60.2,56,5.23,5.27,3.16
42768,616,0.3,"Ideal","D","VS2",62.3,56,4.29,4.31,2.68
42769,863,0.3,"Ideal","G","IF",60.9,57,4.35,4.39,2.66
42770,7421,2.03,"Premium","H","I1",59.4,59,8.31,8.22,4.91
42771,12489,1.51,"Good","G","VS1",63.1,55,7.3,7.34,4.62
42772,3577,0.9,"Good","H","SI1",59,62,6.23,6.27,3.69
42773,773,0.32,"Premium","H","VVS2",62.2,58,4.38,4.33,2.71
42774,5773,1.22,"Ideal","H","VS1",62.7,55,6.82,6.73,4.25
42775,1590,0.51,"Premium","E","VS2",62.5,60,5.08,5.1,3.18
42776,1279,0.58,"Ideal","I","VS2",62,54,5.35,5.39,3.33
42777,4093,1.08,"Ideal","J","VS2",62.3,56,6.6,6.53,4.09
42778,2216,0.72,"Premium","I","VS2",60.9,60,5.76,5.8,3.52
42779,4932,1.02,"Very Good","H","SI1",62.8,58,6.37,6.43,4.02
42781,1087,0.38,"Very Good","F","VVS1",61.7,56,4.63,4.66,2.86
42782,1390,0.64,"Very Good","I","SI1",63,57,5.47,5.52,3.46
42783,1061,0.31,"Ideal","F","IF",61.5,55,4.34,4.37,2.68
42784,984,0.42,"Ideal","H","VVS2",62.9,56,4.79,4.75,3
42785,400,0.31,"Ideal","J","VS2",62.1,53.6,4.36,4.39,2.72
42786,2757,0.86,"Premium","H","SI2",61,58,6.15,6.12,3.74
42787,3852,1.01,"Very Good","G","SI2",61.9,55,6.43,6.46,3.99
42788,975,0.52,"Premium","H","SI2",60.9,61,5.15,5.1,3.12
42789,8794,1.51,"Ideal","G","SI2",60.5,55,7.4,7.36,4.46
42790,817,0.25,"Ideal","F","VVS1",61.3,58,4.04,4.08,2.49
42791,1327,0.42,"Ideal","E","VVS1",62,55,4.81,4.83,2.99
42792,5805,1.08,"Very Good","E","SI2",63,56,6.5,6.52,4.1
42793,3525,0.73,"Ideal","G","VS1",61.7,56,5.76,5.79,3.56
42794,435,0.31,"Good","H","VS1",57.5,60,4.46,4.51,2.58
42795,631,0.3,"Very Good","G","VVS2",60.3,57,4.35,4.36,2.63
42796,776,0.36,"Ideal","G","VVS2",61.6,57,4.58,4.62,2.83
42797,8770,1.51,"Premium","J","VVS2",62.6,59,7.31,7.33,4.58
42798,3062,0.71,"Fair","G","VVS1",62.8,57,5.67,5.57,3.53
42799,4561,0.92,"Ideal","D","SI1",62.2,56,6.23,6.27,3.89
42800,1882,0.56,"Premium","E","VS2",61,62,5.36,5.28,3.24
42802,942,0.31,"Ideal","E","VS1",61.4,57,4.37,4.32,2.67
42803,10078,1.52,"Premium","H","SI1",62.5,58,7.33,7.29,4.57
42804,2028,0.7,"Good","E","SI2",62.9,56,5.63,5.66,3.55
42805,382,0.26,"Premium","G","VS1",61.3,60,4.07,4.12,2.51
42806,505,0.32,"Very Good","H","VS2",62.7,54,4.39,4.41,2.76
42807,5723,1,"Premium","D","SI1",59.2,62,6.54,6.49,3.86
42808,868,0.4,"Ideal","H","VVS2",61.1,55,4.75,4.78,2.91
42809,2125,0.72,"Fair","E","SI2",68.4,64,5.38,5.32,3.66
42810,3239,0.7,"Premium","D","VS1",60.6,58,5.73,5.75,3.48
42811,705,0.41,"Good","F","SI1",63.7,58,4.71,4.74,3.01
42812,13417,1.7,"Premium","G","SI1",62.1,57,7.61,7.55,4.71
42813,475,0.3,"Ideal","H","SI1",62.4,52.8,4.28,4.33,2.69
42814,2509,0.58,"Ideal","F","VVS2",62,56,5.32,5.36,3.31
42815,973,0.53,"Ideal","I","SI2",62,54,5.19,5.23,3.23
42816,3235,0.7,"Very Good","E","VS1",61.9,61,5.59,5.65,3.48
42817,720,0.31,"Ideal","E","VS2",62.5,54,4.33,4.37,2.72
42818,2532,0.72,"Very Good","I","VVS2",61.7,55,5.76,5.81,3.57
42819,4809,1.1,"Ideal","F","SI2",60.4,55,6.73,6.77,4.08
42820,2079,0.55,"Ideal","F","VS1",61.2,56,5.33,5.28,3.25
42821,2298,0.7,"Good","D","SI1",64.2,60,5.59,5.62,3.6
42822,787,0.28,"Ideal","E","VVS1",61.2,54,4.24,4.26,2.6
42823,4969,1.16,"Premium","G","SI2",62.5,58,6.72,6.68,4.19
42824,2096,0.54,"Ideal","H","IF",60.9,57,5.26,5.31,3.22
42825,12416,1.71,"Ideal","H","SI1",61.4,57,7.63,7.74,4.72
42826,1064,0.38,"Ideal","H","IF",60,60,4.71,4.76,2.84
42828,2886,0.73,"Ideal","E","SI1",61.4,56,5.79,5.81,3.56
42829,10497,1.2,"Very Good","G","IF",60.9,55,6.9,6.93,4.21
42830,7251,1.03,"Good","E","VS1",63.3,59,6.4,6.45,4.07
42832,2918,0.72,"Ideal","I","VS2",61.8,55,5.75,5.79,3.56
42833,530,0.23,"Ideal","F","VVS2",60.3,57,3.99,4.03,2.42
42834,8610,1.65,"Ideal","J","SI1",62.2,54,7.52,7.59,4.7
42835,3733,0.9,"Good","F","SI1",61,62,6.17,6.26,3.79
42836,1429,0.52,"Ideal","E","SI1",63,54,5.15,5.11,3.23
42837,4619,1.01,"Very Good","F","SI1",61.9,57,6.37,6.42,3.96
42838,2201,0.83,"Ideal","I","VS2",62.9,56,5.98,5.94,3.75
42839,544,0.31,"Good","E","SI1",63.1,57,4.3,4.35,2.73
42840,3074,0.9,"Fair","I","VVS2",67,56,5.91,5.83,3.93
42841,2214,0.75,"Premium","E","SI2",61.9,55,5.89,5.84,3.63
42842,3503,0.85,"Ideal","E","SI1",62.8,56,6.05,6.02,3.79
42843,504,0.35,"Premium","H","SI1",62.4,58,4.47,4.54,2.81
42844,825,0.4,"Ideal","G","VS2",60.9,58,4.76,4.79,2.91
42846,1732,0.54,"Ideal","E","VS1",62.6,55,5.2,5.22,3.26
42847,958,0.42,"Premium","E","VS2",61,60,4.82,4.85,2.95
42848,992,0.38,"Ideal","D","VVS2",60.3,57,4.71,4.77,2.86
42849,842,0.4,"Premium","F","VS2",62.1,58,4.71,4.76,2.94
42850,1843,0.77,"Very Good","J","VS2",62.1,62,5.82,5.87,3.63
42851,14294,1.51,"Premium","F","VS2",62,60,7.35,7.23,4.52
42852,854,0.33,"Premium","G","VS1",61.6,58,4.44,4.39,2.72
42853,2647,0.72,"Good","F","SI1",63.4,58,5.66,5.69,3.6
42854,5376,1.2,"Premium","H","SI2",62.3,58,6.81,6.76,4.23
42855,4900,1.03,"Ideal","G","SI1",61.6,57,6.53,6.46,4
42856,744,0.41,"Ideal","D","SI1",60.5,57,4.81,4.85,2.92
42857,1056,0.37,"Ideal","G","IF",61.4,55,4.63,4.66,2.85
42858,487,0.28,"Very Good","F","VS1",61,59,4.18,4.24,2.57
42859,8319,1.06,"Premium","G","VVS1",61.1,58,6.57,6.53,4
42860,732,0.31,"Ideal","I","VVS1",62.1,56,4.38,4.35,2.71
42861,7722,1.5,"Very Good","I","SI1",61.4,62,7.26,7.33,4.48
42862,669,0.35,"Ideal","G","SI1",61.3,56,4.56,4.54,2.79
42863,1821,0.59,"Ideal","D","SI1",61.2,56,5.43,5.38,3.31
42864,7375,1.04,"Ideal","G","VS1",61.2,58,6.5,6.53,3.99
42865,5167,0.91,"Premium","D","VS2",62,58,6.2,6.15,3.83
42866,4142,0.95,"Premium","E","SI2",60.7,59,6.3,6.36,3.84
42868,2177,0.7,"Very Good","F","SI2",56.9,62,5.87,5.9,3.35
42869,6632,1.01,"Very Good","G","VS1",64.4,59,6.26,6.31,4.05
42871,2507,0.57,"Ideal","E","VVS2",61,57,5.37,5.36,3.27
42872,10437,1.29,"Premium","F","VS1",59.3,60,7.14,7.1,4.22
42873,2246,0.8,"Fair","G","SI2",61.2,58,5.96,5.93,3.64
42874,1350,0.8,"Good","G","I1",63.7,55,5.91,5.81,3.73
42875,2393,0.73,"Premium","F","SI2",59.5,62,5.89,5.84,3.49
42876,3012,0.78,"Very Good","G","VS2",61.3,60,5.89,5.96,3.63
42877,5880,1.2,"Very Good","F","SI2",62.8,57,6.73,6.78,4.24
42878,2890,0.8,"Ideal","F","SI1",61.5,54,6.07,6,3.71
42879,5450,1.11,"Very Good","H","VS2",62.4,58,6.57,6.69,4.14
42880,1899,0.58,"Ideal","G","VS1",62.2,55,5.32,5.35,3.32
42881,12409,1.59,"Premium","H","VVS2",63,58,7.48,7.43,4.7
42882,7727,1.5,"Good","F","SI2",62.9,59,7.19,7.32,4.56
42883,628,0.31,"Premium","I","VS1",63,58,4.32,4.29,2.71
42884,536,0.3,"Very Good","G","SI1",63.2,55,4.29,4.26,2.7
42885,4375,0.93,"Good","G","SI1",63.8,58,6.14,6.09,3.9
42886,1155,0.44,"Premium","F","VS1",61.9,59,4.88,4.84,3.01
42887,1554,0.6,"Very Good","F","SI1",62.4,56,5.37,5.4,3.36
42888,689,0.36,"Premium","D","SI2",60.9,58,4.63,4.6,2.81
42889,462,0.31,"Very Good","D","SI2",61.8,60,4.33,4.37,2.69
42891,15105,1.8,"Ideal","H","VS1",62.3,56,7.79,7.76,4.84
42892,1793,0.51,"Very Good","D","VS2",63.5,56,5.1,5.07,3.23
42893,14936,1.41,"Very Good","G","VVS1",61.2,55,7.22,7.25,4.43
42894,1569,0.51,"Very Good","F","VS2",62.9,57,5.09,5.11,3.21
42895,1256,0.55,"Ideal","F","SI2",61.1,56,5.29,5.32,3.24
42896,4336,0.74,"Good","F","VVS1",58.4,60,6.03,6.06,3.53
42897,3932,1.06,"Ideal","J","SI2",61.3,57,6.55,6.6,4.03
42898,648,0.26,"Ideal","G","IF",60.8,56,4.11,4.15,2.51
42899,625,0.31,"Premium","F","VS2",62.3,59,4.29,4.34,2.69
42900,663,0.35,"Good","E","VS1",63.1,56,4.49,4.54,2.85
42901,1132,0.42,"Ideal","D","VVS2",62,55,4.81,4.84,2.99
42902,3670,0.71,"Very Good","D","VVS2",62.7,59,5.64,5.69,3.55
42903,919,0.43,"Premium","H","SI1",59,58,4.96,4.93,2.92
42904,5347,1.07,"Ideal","G","SI1",61.9,55,6.57,6.62,4.08
42905,12031,1.07,"Ideal","E","VVS2",61.3,56,6.57,6.62,4.04
42906,4320,1.01,"Premium","H","SI1",60.6,61,6.39,6.35,3.86
42907,1292,0.52,"Ideal","D","SI2",61.7,55,5.17,5.2,3.2
42908,1364,0.55,"Premium","E","SI2",59.7,58,5.35,5.33,3.19
42909,964,0.35,"Ideal","D","VS2",60.6,57,4.63,4.58,2.79
42910,2130,0.71,"Good","F","SI2",64.1,60,0,0,0
42911,7026,1.02,"Ideal","F","VS2",62,57,6.46,6.44,4
42912,4662,1.11,"Premium","H","SI2",61.6,60,6.67,6.6,4.09
42913,608,0.24,"Very Good","F","VVS2",60.6,59,4.04,4.06,2.45
42915,420,0.32,"Ideal","H","SI2",61.9,54,4.42,4.46,2.75
42916,828,0.31,"Ideal","F","VVS1",62.1,54,4.35,4.38,2.71
42917,1912,0.59,"Ideal","D","SI1",61,57,5.46,5.43,3.32
42918,3890,0.9,"Good","H","VS2",64.3,60,6.02,6.04,3.88
42919,1899,0.58,"Ideal","G","VS1",60.6,56,5.43,5.48,3.3
42920,8971,1.53,"Ideal","I","SI1",61.9,54,7.43,7.5,1.53
42921,4390,1,"Very Good","E","SI2",63.3,55,6.29,6.25,3.97
42922,1128,0.51,"Good","H","VS2",61.8,65,5.07,5.02,3.12
42923,3053,0.7,"Very Good","D","VS2",62.6,58,5.67,5.7,3.56
42924,504,0.32,"Premium","H","SI2",60.4,59,4.42,4.39,2.66
42925,7056,1,"Ideal","F","VS1",61.7,55,6.42,6.39,3.95
42926,3304,1,"Good","D","SI2",64,54,6.29,6.24,4.01
42927,3948,0.97,"Premium","I","VS2",62.2,56,6.34,6.29,3.94
42928,6401,1.22,"Ideal","F","SI2",62.5,56.2,6.81,6.85,4.27
42929,5682,1.51,"Premium","I","SI2",61.2,62,7.28,7.19,4.43
42930,599,0.38,"Ideal","D","SI2",62,53,4.68,4.71,2.91
42931,7815,1.51,"Good","I","SI2",63.6,60,7.23,7.27,4.61
42932,675,0.3,"Very Good","H","VS1",63.4,53,4.3,4.25,2.71
42933,5292,1,"Premium","F","SI1",60.3,58,6.47,6.43,3.89
42934,12236,1.51,"Premium","E","SI1",59.6,61,7.53,7.43,4.46
42935,1561,0.59,"Ideal","F","SI1",62,57,5.41,5.34,3.33
42936,2157,0.56,"Ideal","H","IF",60.4,57,5.35,5.39,3.24
42937,3204,0.7,"Premium","F","VVS1",63,60,5.62,5.59,3.53
42938,775,0.34,"Very Good","G","VVS2",61.2,59,4.46,4.5,2.74
42939,723,0.33,"Premium","E","VS2",62,59,4.39,4.41,2.73
42940,9199,1.62,"Premium","D","SI2",61.2,61,7.6,7.53,4.63
42941,8216,1,"Very Good","F","VVS2",61.4,58,6.36,6.41,3.92
42942,1227,0.52,"Very Good","F","SI1",62.3,55,5.14,5.17,3.21
42943,721,0.31,"Very Good","E","VVS2",64.2,55,4.24,4.3,2.74
42944,5855,0.9,"Good","G","IF",61.8,61,6.12,6.17,3.8
42945,928,0.33,"Ideal","E","VS2",62.3,56,4.47,4.46,2.78
42946,8849,1.01,"Very Good","E","VVS2",63.1,57,6.31,6.39,4.01
42947,807,0.44,"Ideal","I","VS1",61.8,55,4.89,4.92,3.03
42949,1894,0.55,"Premium","D","VS2",61.6,56,5.33,5.28,3.27
42950,2570,0.6,"Ideal","G","IF",62,55,5.39,5.44,3.36
42951,6697,1.01,"Premium","E","VS2",60.4,57,6.49,6.45,3.91
42952,533,0.3,"Very Good","H","VVS2",62,55,4.28,4.32,2.67
42953,6730,1.07,"Premium","G","VS1",58.6,60,6.76,6.65,3.93
42954,669,0.29,"Premium","G","VVS1",62,58,4.23,4.19,2.61
42955,5224,1.01,"Very Good","E","SI1",62.3,60,6.36,6.39,3.97
42956,2109,0.6,"Ideal","G","VS1",60.2,57,5.49,5.54,3.32
42957,1101,0.38,"Ideal","F","VVS1",62.3,54.1,4.63,4.66,2.9
42958,5864,1.01,"Premium","G","VS2",60.7,61,6.46,6.42,3.91
42959,720,0.32,"Premium","H","VS1",61.3,60,4.38,4.33,2.67
42960,742,0.34,"Ideal","D","VS1",61.3,56,4.5,4.54,2.77
42961,12681,1.6,"Ideal","H","VS1",61.4,57,7.59,7.53,4.64
42962,1105,0.42,"Ideal","E","VS1",61.6,57,4.8,4.84,2.97
42963,552,0.3,"Very Good","D","SI1",62.6,56,4.24,4.29,2.67
42964,9391,1.53,"Very Good","H","SI2",61.2,55.9,7.43,7.46,4.56
42965,1027,0.38,"Ideal","E","VVS2",62.4,56,4.63,4.69,2.91
